"customer_id","date","location","category","sub_category","channel","tone_urgency","message"
"CUST-66485","2026-03-02","Warrington, PA","Billing & Pricing","Overcharged","DoorDash","Moderate","I was charged more than the price shown on the menu. The receipt and order confirmation both show what I originally requested."
"CUST-17730","2026-03-19","Warrington, PA","Food Quality","Incorrect preparation","Phone","Low","My quesadilla was prepared completely differently from what I ordered. This was especially frustrating because I was ordering during my lunch break."
"CUST-59509","2025-10-25","New Britain, PA","Cleanliness","Dining area","Website","Low","The dining room floor was sticky and covered with food debris. The receipt and order confirmation both show what I originally requested."
"CUST-10947","2025-09-21","Cherry Hill, NJ","Order Accuracy","Wrong item","In-store","Low","I ordered a churros, but received a completely different item."
"CUST-54175","2025-12-15","Cherry Hill, NJ","Cleanliness","Dining area","Uber Eats","Moderate","Several tables were dirty and had not been wiped down."
"CUST-17502","2026-07-07","King of Prussia, PA","Service","Slow service","DoorDash","Moderate","It took 30 minutes before my order was ready."
"CUST-42576","2026-04-29","King of Prussia, PA","App & Online Ordering","App error","Email","High","The app crashed while I was trying to place my order. This was especially frustrating because I was ordering during my lunch break."
"CUST-15997","2026-01-12","King of Prussia, PA","Service","Ignored customer","In-store","Moderate","I had to ask three times before someone would check on my order. The receipt and order confirmation both show what I originally requested."
"CUST-72406","2026-01-26","New Britain, PA","Billing & Pricing","Overcharged","DoorDash","High","My total was incorrect and I appear to have been overcharged."
"CUST-21415","2026-08-02","Willow Grove, PA","Billing & Pricing","Promotion not applied","In-store","Low","The app showed a deal, but the restaurant would not honor it."
"CUST-32338","2026-05-04","New Britain, PA","Cleanliness","Food handling","Phone","Moderate","The food preparation area did not look clean."
"CUST-97897","2026-07-07","New Britain, PA","Food Quality","Cold food","Uber Eats","High","My fish tacos was cold when I received it. I tried to resolve it at the restaurant but did not get much help."
"CUST-88732","2026-01-18","New Britain, PA","Delivery","Wrong address/dropoff","Phone","Urgent","The delivery photo showed a location that was not my address."
"CUST-25163","2026-03-12","Willow Grove, PA","Delivery","Damaged/spilled","Phone","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-85617","2025-10-05","Doylestown, PA","Food Quality","Cold food","Google Review","High","The taco salad tasted like it had been sitting out for a while."
"CUST-88855","2026-07-14","Cherry Hill, NJ","Order Accuracy","Customization ignored","Mobile App","Moderate","My dietary customization (no cilantro) was not honored. I tried to resolve it at the restaurant but did not get much help."
"CUST-29323","2025-11-21","Cherry Hill, NJ","Order Accuracy","Wrong item","Uber Eats","Moderate","I ordered a street corn, but received a completely different item. I tried to resolve it at the restaurant but did not get much help."
"CUST-85231","2026-04-15","Allentown, PA","Order Accuracy","Customization ignored","Website","Low","My dietary customization (no cheese) was not honored."
"CUST-37605","2026-01-18","Lansdale, PA","Delivery","Late delivery","Mobile App","High","The order was very late and the food was cold by the time it arrived."
"CUST-81819","2026-07-04","Philadelphia, PA","Billing & Pricing","Overcharged","Mobile App","Urgent","I was charged more than the price shown on the menu."
"CUST-35571","2025-12-23","Princeton, NJ","Order Accuracy","Customization ignored","Email","Moderate","The order clearly said no cilantro, and the restaurant did not follow it. The receipt and order confirmation both show what I originally requested."
"CUST-73234","2025-10-23","Willow Grove, PA","Order Accuracy","Missing item","Mobile App","Moderate","I paid for a churros, but it was not in the bag."
"CUST-29346","2026-05-22","Philadelphia, PA","App & Online Ordering","App error","Website","Moderate","The app crashed while I was trying to place my order."
"CUST-25380","2026-03-31","Princeton, NJ","Product Availability","Substitution","Mobile App","High","I would rather have received a refund than an unrequested substitution."
"CUST-88139","2026-02-20","Warrington, PA","Delivery","Wrong address/dropoff","Uber Eats","Moderate","My order was marked delivered, but it was not at my door. I have ordered from Taco Alley before and expected better."
"CUST-95615","2026-06-29","Allentown, PA","Delivery","Damaged/spilled","DoorDash","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-85101","2026-04-18","Cherry Hill, NJ","Order Accuracy","Missing item","Phone","Low","My order was missing the steak burrito."
"CUST-26414","2026-06-27","New Britain, PA","Service","Ignored customer","DoorDash","Low","I had to ask three times before someone would check on my order."
"CUST-86640","2026-05-02","Princeton, NJ","Order Accuracy","Customization ignored","Uber Eats","Low","My dietary customization (no cilantro) was not honored."
"CUST-68619","2026-07-22","King of Prussia, PA","Billing & Pricing","Duplicate charge","Mobile App","Low","My card was charged twice for the same order."
"CUST-76341","2025-08-18","Willow Grove, PA","Food Quality","Incorrect preparation","Website","Urgent","My nachos was prepared completely differently from what I ordered."
"CUST-74283","2025-12-29","King of Prussia, PA","Order Accuracy","Customization ignored","Uber Eats","Low","I requested no cheese, but that customization was ignored. I hope this can be addressed before my next visit."
"CUST-28568","2025-08-23","Willow Grove, PA","Service","Slow service","Phone","Low","It took 20 minutes before my order was ready."
"CUST-43419","2025-10-05","Willow Grove, PA","App & Online Ordering","App error","DoorDash","Low","The app crashed while I was trying to place my order."
"CUST-19248","2026-07-22","Willow Grove, PA","Order Accuracy","Missing item","Mobile App","Moderate","I paid for a guacamole, but it was not in the bag."
"CUST-89116","2026-01-09","Lansdale, PA","Product Availability","Out of stock","DoorDash","Moderate","I came specifically for the fish tacos, but it was sold out."
"CUST-45815","2025-09-15","Warrington, PA","Food Quality","Cold food","Google Review","High","Everything in my order was lukewarm, especially the steak burrito."
"CUST-26187","2025-11-22","Warrington, PA","App & Online Ordering","App error","DoorDash","High","I kept getting an error when adding items to my cart."
"CUST-89621","2026-05-20","New Britain, PA","Service","Slow service","Email","Moderate","It took 60 minutes before my order was ready."
"CUST-26721","2026-07-14","Willow Grove, PA","App & Online Ordering","App error","DoorDash","Moderate","I kept getting an error when adding items to my cart."
"CUST-93780","2026-08-12","King of Prussia, PA","Food Quality","Portion size","Email","Low","The serving size has gotten noticeably smaller."
"CUST-66068","2026-03-28","Princeton, NJ","Billing & Pricing","Overcharged","Email","Low","My total was incorrect and I appear to have been overcharged. I tried to resolve it at the restaurant but did not get much help."
"CUST-20052","2026-01-08","Lansdale, PA","Product Availability","Out of stock","Website","Moderate","Several menu items were unavailable when I tried to order."
"CUST-65572","2026-04-10","Princeton, NJ","Product Availability","Out of stock","In-store","Urgent","I came specifically for the chicken tacos, but it was sold out."
"CUST-55227","2025-08-04","Lansdale, PA","App & Online Ordering","App error","DoorDash","Moderate","I kept getting an error when adding items to my cart. I have ordered from Taco Alley before and expected better."
"CUST-27474","2025-10-29","Princeton, NJ","Product Availability","Out of stock","Website","Moderate","I came specifically for the guacamole, but it was sold out."
"CUST-42737","2025-09-27","Princeton, NJ","Order Accuracy","Missing item","Google Review","High","I paid for a guacamole, but it was not in the bag."
"CUST-49953","2026-08-13","Princeton, NJ","App & Online Ordering","App error","DoorDash","Low","I kept getting an error when adding items to my cart. This was especially frustrating because I was ordering during my lunch break."
"CUST-56385","2026-06-12","New Britain, PA","Cleanliness","Dining area","Uber Eats","Low","The dining room floor was sticky and covered with food debris."
"CUST-30147","2025-11-10","Philadelphia, PA","Food Quality","Incorrect preparation","Website","Moderate","The kitchen ignored my request for no cheese."
"CUST-33878","2026-02-08","Princeton, NJ","Food Quality","Undercooked/overcooked","Email","Moderate","The quesadilla was badly overcooked and dry."
"CUST-36013","2026-03-11","New Britain, PA","Cleanliness","Dining area","In-store","Moderate","The dining room floor was sticky and covered with food debris. The receipt and order confirmation both show what I originally requested."
"CUST-97194","2025-10-22","Willow Grove, PA","Food Quality","Cold food","Phone","High","My chips and queso was cold when I received it."
"CUST-24139","2026-02-21","Doylestown, PA","Food Quality","Undercooked/overcooked","DoorDash","Moderate","The meat in the guacamole was cooked far too long and was tough."
"CUST-11052","2026-01-23","Philadelphia, PA","Food Quality","Stale ingredients","DoorDash","Urgent","The chicken tacos tasted like it had been made with yesterday's ingredients."
"CUST-25075","2026-08-09","Willow Grove, PA","Service","Slow service","Mobile App","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-87489","2025-09-22","Warrington, PA","Product Availability","Out of stock","Mobile App","Low","I came specifically for the chips and queso, but it was sold out."
"CUST-21919","2026-03-07","Doylestown, PA","Order Accuracy","Missing item","In-store","Moderate","I paid for a chicken tacos, but it was not in the bag."
"CUST-94393","2026-04-03","Doylestown, PA","Order Accuracy","Customization ignored","In-store","Moderate","The order clearly said gluten-free preparation, and the restaurant did not follow it."
"CUST-96563","2025-11-02","King of Prussia, PA","Order Accuracy","Wrong item","In-store","Low","The bag had someone else's rice bowl instead of mine. This was especially frustrating because I was ordering during my lunch break."
"CUST-22699","2026-02-03","Doylestown, PA","Food Quality","Undercooked/overcooked","Google Review","Moderate","My churros seemed undercooked and I did not feel comfortable eating it. Please contact me about a refund or replacement."
"CUST-37529","2026-02-07","Cherry Hill, NJ","Billing & Pricing","Overcharged","Phone","Moderate","There is an extra charge on my receipt that I do not recognize."
"CUST-68427","2026-07-02","New Britain, PA","Order Accuracy","Missing item","Phone","Low","My order was missing the breakfast burrito."
"CUST-35127","2025-11-12","Philadelphia, PA","Food Quality","Portion size","Mobile App","Low","The serving size has gotten noticeably smaller."
"CUST-64919","2025-09-30","Princeton, NJ","Delivery","Damaged/spilled","DoorDash","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-62100","2025-09-01","Allentown, PA","App & Online Ordering","Menu mismatch","Phone","Moderate","The app let me order an item that the restaurant said was unavailable. I hope this can be addressed before my next visit."
"CUST-37122","2026-02-16","Warrington, PA","Billing & Pricing","Duplicate charge","DoorDash","High","My card was charged twice for the same order."
"CUST-38879","2026-07-29","Willow Grove, PA","Food Quality","Portion size","Email","Low","The portion of churros was much smaller than I expected for the price."
"CUST-46406","2025-12-28","Warrington, PA","Billing & Pricing","Duplicate charge","In-store","High","My card was charged twice for the same order."
"CUST-81994","2026-01-25","Willow Grove, PA","Order Accuracy","Missing item","Google Review","Low","We got home and realized one of the nachos items was missing. The receipt and order confirmation both show what I originally requested."
"CUST-46659","2025-08-06","Warrington, PA","Billing & Pricing","Promotion not applied","Google Review","Low","The app showed a deal, but the restaurant would not honor it."
"CUST-38919","2025-12-10","King of Prussia, PA","Order Accuracy","Missing item","Phone","High","We got home and realized one of the breakfast burrito items was missing."
"CUST-72784","2026-03-11","New Britain, PA","Order Accuracy","Customization ignored","Google Review","Low","My dietary customization (extra salsa) was not honored. The receipt and order confirmation both show what I originally requested."
"CUST-12758","2026-08-09","Willow Grove, PA","Service","Slow service","Mobile App","Moderate","I waited 75 minutes for a simple order."
"CUST-62757","2025-12-04","New Britain, PA","Food Quality","Incorrect preparation","Uber Eats","High","The kitchen ignored my request for gluten-free preparation. Please contact me about a refund or replacement."
"CUST-94473","2025-09-26","Doylestown, PA","Billing & Pricing","Overcharged","In-store","Moderate","My total was incorrect and I appear to have been overcharged."
"CUST-21136","2025-09-24","Lansdale, PA","Food Quality","Cold food","Google Review","High","The quesadilla tasted like it had been sitting out for a while."
"CUST-45056","2025-12-03","Princeton, NJ","Food Quality","Portion size","In-store","Moderate","There was barely any filling in my quesadilla."
"CUST-39401","2026-03-01","Doylestown, PA","Food Quality","Cold food","Mobile App","Low","My street corn was cold when I received it."
"CUST-24733","2026-07-17","Allentown, PA","Order Accuracy","Wrong item","DoorDash","Moderate","I ordered a fish tacos, but received a completely different item."
"CUST-21115","2025-09-30","Doylestown, PA","Food Quality","Cold food","Google Review","High","My steak burrito was cold when I received it. I tried to resolve it at the restaurant but did not get much help."
"CUST-47618","2025-10-16","King of Prussia, PA","Delivery","Late delivery","Email","Moderate","The order was very late and the food was cold by the time it arrived. Please contact me about a refund or replacement."
"CUST-29482","2026-07-31","Warrington, PA","App & Online Ordering","Order not received","Website","High","The app confirmed my order, but the restaurant had no record of it."
"CUST-52343","2026-08-08","Warrington, PA","Order Accuracy","Wrong item","Email","Low","The bag had someone else's taco salad instead of mine. Please contact me about a refund or replacement."
"CUST-95715","2026-02-28","Lansdale, PA","Food Quality","Undercooked/overcooked","Google Review","Moderate","My fish tacos seemed undercooked and I did not feel comfortable eating it."
"CUST-65291","2025-11-26","Princeton, NJ","Order Accuracy","Customization ignored","DoorDash","Low","The order clearly said extra guacamole, and the restaurant did not follow it."
"CUST-72118","2025-11-13","Warrington, PA","Delivery","Wrong address/dropoff","In-store","Moderate","The delivery photo showed a location that was not my address."
"CUST-39437","2026-05-10","Doylestown, PA","App & Online Ordering","App error","DoorDash","Low","I kept getting an error when adding items to my cart."
"CUST-23894","2026-07-23","Cherry Hill, NJ","Billing & Pricing","Overcharged","DoorDash","Moderate","My total was incorrect and I appear to have been overcharged."
"CUST-64590","2025-09-09","Warrington, PA","Food Quality","Portion size","In-store","Moderate","The portion of chicken tacos was much smaller than I expected for the price. I have ordered from Taco Alley before and expected better."
"CUST-11731","2026-01-20","Willow Grove, PA","Billing & Pricing","Promotion not applied","Uber Eats","High","The app showed a deal, but the restaurant would not honor it."
"CUST-43823","2026-03-05","Cherry Hill, NJ","Food Quality","Cold food","Uber Eats","Moderate","Everything in my order was lukewarm, especially the chicken tacos. Please contact me about a refund or replacement."
"CUST-26401","2026-04-25","Lansdale, PA","Service","Ignored customer","DoorDash","Urgent","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-95550","2025-09-09","Philadelphia, PA","Service","Rude staff","Uber Eats","Moderate","The employee at the counter was dismissive when I asked about my order."
"CUST-53970","2025-09-09","Doylestown, PA","Cleanliness","Dining area","Google Review","Moderate","Several tables were dirty and had not been wiped down. This was especially frustrating because I was ordering during my lunch break."
"CUST-93674","2026-01-06","Doylestown, PA","Order Accuracy","Missing item","Phone","Moderate","We got home and realized one of the steak burrito items was missing."
"CUST-22217","2026-04-05","Willow Grove, PA","Order Accuracy","Missing item","In-store","Low","We got home and realized one of the churros items was missing."
"CUST-98432","2026-08-07","New Britain, PA","Food Quality","Stale ingredients","Google Review","Urgent","The tortilla was stale and the vegetables seemed old."
"CUST-14903","2026-02-12","Willow Grove, PA","Order Accuracy","Customization ignored","Uber Eats","Moderate","My dietary customization (extra salsa) was not honored."
"CUST-31108","2026-07-15","Princeton, NJ","Food Quality","Undercooked/overcooked","Mobile App","High","The breakfast burrito was badly overcooked and dry."
"CUST-66479","2026-01-21","Doylestown, PA","Service","Ignored customer","Email","Moderate","I had to ask three times before someone would check on my order."
"CUST-11958","2025-10-18","Warrington, PA","App & Online Ordering","Menu mismatch","Uber Eats","Low","Prices in the app did not match the prices at the store."
"CUST-46715","2025-10-26","Cherry Hill, NJ","Billing & Pricing","Promotion not applied","Email","Low","The app showed a deal, but the restaurant would not honor it."
"CUST-28408","2025-12-10","New Britain, PA","Order Accuracy","Missing item","Uber Eats","Moderate","My order was missing the quesadilla."
"CUST-77171","2026-06-14","Cherry Hill, NJ","Product Availability","Substitution","Mobile App","Moderate","My order included a substitution I was never asked to approve."
"CUST-94392","2026-07-16","Doylestown, PA","Product Availability","Substitution","In-store","Moderate","My order included a substitution I was never asked to approve."
"CUST-62334","2025-12-27","New Britain, PA","Billing & Pricing","Overcharged","DoorDash","Low","My total was incorrect and I appear to have been overcharged."
"CUST-33628","2026-05-01","New Britain, PA","Order Accuracy","Wrong item","Uber Eats","Low","My receipt was correct, but the steak burrito in the bag was wrong."
"CUST-72419","2026-06-06","New Britain, PA","App & Online Ordering","Order not received","Uber Eats","Low","The app confirmed my order, but the restaurant had no record of it. I tried to resolve it at the restaurant but did not get much help."
"CUST-59844","2026-01-11","Doylestown, PA","Order Accuracy","Missing item","In-store","Urgent","We got home and realized one of the quesadilla items was missing."
"CUST-93320","2026-07-17","Warrington, PA","App & Online Ordering","Order not received","DoorDash","Low","The app confirmed my order, but the restaurant had no record of it. This was especially frustrating because I was ordering during my lunch break."
"CUST-97771","2026-03-20","Willow Grove, PA","Food Quality","Cold food","DoorDash","Moderate","The chips and queso tasted like it had been sitting out for a while."
"CUST-31061","2026-03-03","Philadelphia, PA","Food Quality","Cold food","Uber Eats","Moderate","My chips and queso was cold when I received it. I tried to resolve it at the restaurant but did not get much help."
"CUST-97551","2026-06-02","Cherry Hill, NJ","Order Accuracy","Customization ignored","Phone","Low","My dietary customization (no cheese) was not honored."
"CUST-24890","2025-10-15","Philadelphia, PA","Delivery","Damaged/spilled","Uber Eats","High","The delivery bag was damaged and food had spilled inside it. Please contact me about a refund or replacement."
"CUST-34596","2026-05-24","Philadelphia, PA","Order Accuracy","Customization ignored","Website","Low","I requested extra salsa, but that customization was ignored."
"CUST-57683","2026-07-14","Doylestown, PA","Billing & Pricing","Overcharged","In-store","Moderate","My total was incorrect and I appear to have been overcharged. I have ordered from Taco Alley before and expected better."
"CUST-65816","2026-01-28","Princeton, NJ","Order Accuracy","Wrong item","Google Review","High","My receipt was correct, but the steak burrito in the bag was wrong."
"CUST-60012","2026-05-11","Willow Grove, PA","Product Availability","Substitution","Mobile App","Moderate","My order included a substitution I was never asked to approve."
"CUST-23606","2025-09-20","New Britain, PA","Cleanliness","Food handling","Website","High","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-14277","2025-09-21","Willow Grove, PA","Delivery","Wrong address/dropoff","Uber Eats","High","My order was marked delivered, but it was not at my door."
"CUST-70810","2025-10-03","Philadelphia, PA","App & Online Ordering","App error","Google Review","Urgent","The app crashed while I was trying to place my order. Please contact me about a refund or replacement."
"CUST-96334","2025-11-23","Willow Grove, PA","App & Online Ordering","Menu mismatch","Email","Low","The online menu showed options that this location does not carry."
"CUST-78021","2025-10-18","Cherry Hill, NJ","Order Accuracy","Wrong item","Google Review","High","My receipt was correct, but the nachos in the bag was wrong. This was especially frustrating because I was ordering during my lunch break."
"CUST-85740","2025-11-07","Philadelphia, PA","Order Accuracy","Missing item","DoorDash","High","We got home and realized one of the chips and queso items was missing."
"CUST-26558","2026-03-12","Princeton, NJ","Food Quality","Undercooked/overcooked","Phone","Low","The meat in the quesadilla was cooked far too long and was tough."
"CUST-67333","2025-11-13","Doylestown, PA","Food Quality","Portion size","Website","Low","There was barely any filling in my breakfast burrito. I tried to resolve it at the restaurant but did not get much help."
"CUST-93160","2026-08-11","King of Prussia, PA","Delivery","Wrong address/dropoff","Mobile App","Urgent","The driver left my order at the wrong house."
"CUST-28844","2026-07-04","Doylestown, PA","Food Quality","Incorrect preparation","In-store","Low","The kitchen ignored my request for gluten-free preparation."
"CUST-22160","2025-12-23","New Britain, PA","Delivery","Wrong address/dropoff","Email","Urgent","The driver left my order at the wrong house. I have ordered from Taco Alley before and expected better."
"CUST-92009","2026-02-28","New Britain, PA","Service","Slow service","Website","Moderate","I waited 50 minutes for a simple order."
"CUST-54932","2025-10-31","King of Prussia, PA","Food Quality","Undercooked/overcooked","In-store","Moderate","My fish tacos seemed undercooked and I did not feel comfortable eating it. This was especially frustrating because I was ordering during my lunch break."
"CUST-13873","2025-12-09","Princeton, NJ","Service","Ignored customer","Website","Low","I had to ask three times before someone would check on my order."
"CUST-20937","2025-08-16","Warrington, PA","Food Quality","Portion size","Google Review","Low","The portion of nachos was much smaller than I expected for the price."
"CUST-62421","2026-03-28","Lansdale, PA","Order Accuracy","Wrong item","Uber Eats","Moderate","I ordered a steak burrito, but received a completely different item."
"CUST-73941","2026-01-07","Philadelphia, PA","Order Accuracy","Missing item","Mobile App","High","We got home and realized one of the taco salad items was missing. I hope this can be addressed before my next visit."
"CUST-84336","2026-06-07","King of Prussia, PA","App & Online Ordering","Order not received","DoorDash","Moderate","My online order disappeared even though my payment went through."
"CUST-94554","2025-12-08","Princeton, NJ","Order Accuracy","Customization ignored","DoorDash","Low","I requested extra salsa, but that customization was ignored."
"CUST-96108","2026-01-31","King of Prussia, PA","Order Accuracy","Missing item","Phone","Low","My order was missing the quesadilla."
"CUST-52147","2025-11-18","Lansdale, PA","Order Accuracy","Wrong item","Uber Eats","Moderate","I ordered a chicken tacos, but received a completely different item."
"CUST-94707","2025-12-21","Philadelphia, PA","Delivery","Damaged/spilled","Website","Moderate","My churros was crushed during delivery. I hope this can be addressed before my next visit."
"CUST-65212","2026-04-13","New Britain, PA","Billing & Pricing","Promotion not applied","In-store","Urgent","I used a valid coupon, but the discount was not reflected in my total. Please contact me about a refund or replacement."
"CUST-85465","2025-12-24","Doylestown, PA","Food Quality","Incorrect preparation","In-store","Moderate","My fish tacos was prepared completely differently from what I ordered."
"CUST-19103","2025-08-21","Allentown, PA","App & Online Ordering","Order not received","Google Review","Moderate","I placed and paid for an online order, but the store said they never received it."
"CUST-51048","2026-02-21","Allentown, PA","Food Quality","Undercooked/overcooked","Website","High","The meat in the rice bowl was cooked far too long and was tough."
"CUST-23466","2025-10-02","Doylestown, PA","Delivery","Damaged/spilled","Google Review","High","My taco salad was crushed during delivery."
"CUST-80458","2025-11-06","Doylestown, PA","Order Accuracy","Missing item","Google Review","High","My order was missing the steak burrito. This was especially frustrating because I was ordering during my lunch break."
"CUST-90314","2025-09-08","Philadelphia, PA","App & Online Ordering","App error","Email","Low","I kept getting an error when adding items to my cart."
"CUST-97586","2026-05-27","New Britain, PA","Order Accuracy","Missing item","DoorDash","Moderate","My order was missing the churros. I have ordered from Taco Alley before and expected better."
"CUST-44578","2026-08-10","Willow Grove, PA","Service","Rude staff","Uber Eats","Low","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-38329","2025-08-31","Allentown, PA","Billing & Pricing","Promotion not applied","Phone","Low","The app showed a deal, but the restaurant would not honor it. Please contact me about a refund or replacement."
"CUST-50871","2026-04-28","Allentown, PA","Cleanliness","Dining area","Google Review","Moderate","The dining room floor was sticky and covered with food debris."
"CUST-34635","2026-03-20","New Britain, PA","Delivery","Wrong address/dropoff","Phone","High","The driver left my order at the wrong house."
"CUST-70404","2025-09-24","Warrington, PA","Order Accuracy","Missing item","Website","Low","We got home and realized one of the rice bowl items was missing."
"CUST-29742","2025-09-13","Philadelphia, PA","Order Accuracy","Wrong item","Google Review","Moderate","My receipt was correct, but the street corn in the bag was wrong. I hope this can be addressed before my next visit."
"CUST-65389","2025-08-26","Lansdale, PA","Service","Ignored customer","DoorDash","Moderate","Multiple employees walked past me without offering help."
"CUST-16536","2026-04-23","Lansdale, PA","Order Accuracy","Wrong item","DoorDash","Low","I ordered a churros, but received a completely different item."
"CUST-91293","2026-04-30","Philadelphia, PA","Product Availability","Out of stock","Website","Low","The restaurant was out of chicken tacos again. This was especially frustrating because I was ordering during my lunch break."
"CUST-47745","2026-01-25","Doylestown, PA","Order Accuracy","Missing item","Email","Moderate","My order was missing the taco salad. I have ordered from Taco Alley before and expected better."
"CUST-99318","2026-07-19","New Britain, PA","Food Quality","Portion size","Phone","Low","The serving size has gotten noticeably smaller."
"CUST-20089","2025-08-11","Warrington, PA","Food Quality","Stale ingredients","Mobile App","Urgent","The tortilla was stale and the vegetables seemed old."
"CUST-12279","2026-03-30","Cherry Hill, NJ","Billing & Pricing","Overcharged","Website","Low","My total was incorrect and I appear to have been overcharged. I have ordered from Taco Alley before and expected better."
"CUST-53997","2025-09-21","Allentown, PA","Billing & Pricing","Promotion not applied","Email","High","The advertised promotion did not apply at checkout."
"CUST-53743","2025-08-07","Princeton, NJ","Service","Slow service","Google Review","Low","It took 35 minutes before my order was ready."
"CUST-38869","2025-08-11","Warrington, PA","Cleanliness","Food handling","Mobile App","Urgent","The food preparation area did not look clean."
"CUST-45903","2025-11-08","Princeton, NJ","Order Accuracy","Missing item","DoorDash","Moderate","My order was missing the churros. This was especially frustrating because I was ordering during my lunch break."
"CUST-46208","2026-02-17","Willow Grove, PA","App & Online Ordering","Order not received","DoorDash","High","My online order disappeared even though my payment went through."
"CUST-11092","2026-05-18","Allentown, PA","Food Quality","Portion size","Google Review","Low","The serving size has gotten noticeably smaller. Please contact me about a refund or replacement."
"CUST-47782","2026-06-16","New Britain, PA","App & Online Ordering","App error","Mobile App","Low","I kept getting an error when adding items to my cart."
"CUST-10667","2025-10-03","Philadelphia, PA","Cleanliness","Dining area","In-store","Moderate","The dining room floor was sticky and covered with food debris."
"CUST-45477","2026-04-15","Warrington, PA","Order Accuracy","Missing item","Mobile App","High","My order was missing the rice bowl."
"CUST-93498","2026-01-29","Philadelphia, PA","Product Availability","Out of stock","Phone","High","Several menu items were unavailable when I tried to order. Please contact me about a refund or replacement."
"CUST-28242","2026-07-14","Lansdale, PA","Service","Rude staff","Google Review","High","The staff member I spoke with was rude and seemed annoyed that I had a question."
"CUST-59278","2026-06-18","Philadelphia, PA","Order Accuracy","Wrong item","Uber Eats","Moderate","My receipt was correct, but the nachos in the bag was wrong. I hope this can be addressed before my next visit."
"CUST-66055","2026-07-31","Allentown, PA","Food Quality","Portion size","Google Review","Moderate","There was barely any filling in my taco salad."
"CUST-86064","2026-06-11","Princeton, NJ","Service","Slow service","Email","High","Service was extremely slow even though the restaurant was not busy. I have ordered from Taco Alley before and expected better."
"CUST-10780","2026-02-18","Allentown, PA","Order Accuracy","Customization ignored","Mobile App","Moderate","My dietary customization (no sour cream) was not honored."
"CUST-48086","2025-09-24","Cherry Hill, NJ","Cleanliness","Food handling","Google Review","High","The food preparation area did not look clean. The receipt and order confirmation both show what I originally requested."
"CUST-98562","2026-05-15","Warrington, PA","Service","Slow service","Uber Eats","Low","I waited 30 minutes for a simple order."
"CUST-89140","2025-09-28","New Britain, PA","Order Accuracy","Wrong item","Website","Low","My receipt was correct, but the chicken tacos in the bag was wrong."
"CUST-25966","2026-03-16","Willow Grove, PA","Service","Rude staff","DoorDash","Low","The employee at the counter was dismissive when I asked about my order."
"CUST-93387","2026-07-03","Doylestown, PA","Service","Rude staff","Website","Moderate","The employee at the counter was dismissive when I asked about my order."
"CUST-74613","2025-12-27","King of Prussia, PA","Food Quality","Incorrect preparation","Website","High","I asked for gluten-free preparation, but the street corn was made incorrectly."
"CUST-69910","2026-03-06","New Britain, PA","Delivery","Damaged/spilled","Mobile App","Low","My taco salad was crushed during delivery."
"CUST-70076","2026-01-29","Willow Grove, PA","Delivery","Late delivery","Mobile App","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-32871","2026-04-26","Warrington, PA","Food Quality","Incorrect preparation","DoorDash","Moderate","The kitchen ignored my request for gluten-free preparation."
"CUST-94559","2026-01-03","Allentown, PA","Order Accuracy","Customization ignored","DoorDash","Low","My dietary customization (extra guacamole) was not honored. The receipt and order confirmation both show what I originally requested."
"CUST-52477","2026-04-17","Cherry Hill, NJ","Order Accuracy","Wrong item","Email","Low","My receipt was correct, but the breakfast burrito in the bag was wrong."
"CUST-23922","2025-10-21","Allentown, PA","Product Availability","Substitution","Phone","Low","I would rather have received a refund than an unrequested substitution. The receipt and order confirmation both show what I originally requested."
"CUST-65057","2025-10-29","New Britain, PA","App & Online Ordering","Order not received","DoorDash","Moderate","The app confirmed my order, but the restaurant had no record of it."
"CUST-52094","2026-06-07","New Britain, PA","Food Quality","Stale ingredients","In-store","High","The ingredients in my chicken tacos did not taste fresh."
"CUST-31245","2026-07-14","Philadelphia, PA","Billing & Pricing","Promotion not applied","Email","Low","The advertised promotion did not apply at checkout. Please contact me about a refund or replacement."
"CUST-84487","2025-08-03","Princeton, NJ","Cleanliness","Dining area","Google Review","High","Several tables were dirty and had not been wiped down. I have ordered from Taco Alley before and expected better."
"CUST-56725","2026-05-20","Cherry Hill, NJ","App & Online Ordering","Order not received","Uber Eats","Moderate","I placed and paid for an online order, but the store said they never received it."
"CUST-77796","2026-05-19","Willow Grove, PA","App & Online Ordering","App error","Website","Low","The app crashed while I was trying to place my order."
"CUST-18906","2025-12-07","Warrington, PA","Food Quality","Undercooked/overcooked","DoorDash","High","The chicken tacos was badly overcooked and dry. I tried to resolve it at the restaurant but did not get much help."
"CUST-17424","2026-04-14","Princeton, NJ","Product Availability","Out of stock","Email","Moderate","I came specifically for the churros, but it was sold out."
"CUST-17784","2025-12-12","Warrington, PA","Billing & Pricing","Overcharged","Phone","Low","My total was incorrect and I appear to have been overcharged. Please contact me about a refund or replacement."
